GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
ZNF280C	HsaALTD0007407-2/2	chrX:129402671-	65	chrX:129402736+129402671-,129394439	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PHF21B	HsaALTD0004724-1/2	chr22:45367167-45367312	0	chr22:45367167+45366820-45367312,45365085	Alt5	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
PHF21B	HsaALTD0004724-2/2	chr22:45366820-45367312	347	chr22:45367167+45366820-45367312,45365085	Alt5	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
TRAF1	HsaALTD0006743-1/2	chr9:123687308-123687422	0	chr9:123687308+123687294-123687422,123686070	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TRAF1	HsaALTD0006743-2/2	chr9:123687294-123687422	14	chr9:123687308+123687294-123687422,123686070	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL17RB	HsaALTD0003221-1/2	chr3:53886030-53886148	0	chr3:53886030-53886148+53886153,53886898	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	NA	Fail	NA	Fail
IL17RB	HsaALTD0003221-2/2	chr3:53886030-53886153	5	chr3:53886030-53886148+53886153,53886898	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	NA	Fail	NA	Fail
TRAF3IP2	HsaALTD0006746-1/3	chr6:111888315-111888324	0	chr6:111888315+111888253+111888201-111888324,111887763	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TRAF3IP2	HsaALTD0006746-2/3	chr6:111888253-111888324	62	chr6:111888315+111888253+111888201-111888324,111887763	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TRAF3IP2	HsaALTD0006746-3/3	chr6:111888201-111888324	114	chr6:111888315+111888253+111888201-111888324,111887763	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRDM1	HsaALTD0005031-1/2	chr6:-106534348	0	chr6:-106534348+106534470,106536076	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRDM1	HsaALTD0005031-2/2	chr6:-106534470	122	chr6:-106534348+106534470,106536076	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ATG5	HsaALTD0000552-1/2	chr6:106665352-106665476	0	chr6:106665352+106665339-106665476,106649964	Alt5	NA	Fail	0.00	Fail	100.00	Fail	NA	Fail	0.00	Fail	100.00	Fail
ATG5	HsaALTD0000552-2/2	chr6:106665339-106665476	13	chr6:106665352+106665339-106665476,106649964	Alt5	NA	Fail	100.00	Fail	0.00	Fail	NA	Fail	100.00	Fail	0.00	Fail
MTA3	HsaALTD0004064-1/3	chr2:42796524-42796576	0	chr2:42796524-42796576+42796625+42797036,42797577	Alt5	NA	Fail	48.53	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MTA3	HsaALTD0004064-2/3	chr2:42796524-42796625	49	chr2:42796524-42796576+42796625+42797036,42797577	Alt5	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MTA3	HsaALTD0004064-3/3	chr2:42796524-42797036	460	chr2:42796524-42796576+42796625+42797036,42797577	Alt5	NA	Fail	51.47	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
USP13	HsaALTD0007066-1/2	chr3:179462831-179462898	0	chr3:179462831-179462898+179463005,179470073	Alt5	NA	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Pass	NA	Fail
USP13	HsaALTD0007066-2/2	chr3:179462831-179463005	107	chr3:179462831-179462898+179463005,179470073	Alt5	NA	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Pass	NA	Fail
ATP11B	HsaALTD0000562-1/2	chr3:182598667-182598735	0	chr3:182598667-182598735+182598769,182602541	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ATP11B	HsaALTD0000562-2/2	chr3:182598667-182598769	34	chr3:182598667-182598735+182598769,182602541	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SEC61A1	HsaALTD0005749-1/2	chr3:127783864-127783880	0	chr3:127783864-127783880+127784099,127785797	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
SEC61A1	HsaALTD0005749-2/2	chr3:127783864-127784099	219	chr3:127783864-127783880+127784099,127785797	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PPP1R12A	HsaALTD0004995-1/2	chr12:80222103-80222244	0	chr12:80222103+80222100-80222244,80215970	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.49	Pass	0.40	Pass
PPP1R12A	HsaALTD0004995-2/2	chr12:80222100-80222244	3	chr12:80222103+80222100-80222244,80215970	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.51	Pass	99.60	Pass
RASGRF1	HsaALTD0005309-1/2	chr15:79298528-79298776	0	chr15:79298528+79298519-79298776,79296517	Alt5	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
RASGRF1	HsaALTD0005309-2/2	chr15:79298519-79298776	9	chr15:79298528+79298519-79298776,79296517	Alt5	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
CROCC	HsaALTD0001680-1/2	chr1:17263286-17263368	0	chr1:17263286-17263368+17263414,17264136	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CROCC	HsaALTD0001680-2/2	chr1:17263286-17263414	46	chr1:17263286-17263368+17263414,17264136	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CROCC	HsaALTD0001681-1/2	chr1:17295622-17295826	0	chr1:17295622-17295826+17295835,17296280	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CROCC	HsaALTD0001681-2/2	chr1:17295622-17295835	9	chr1:17295622-17295826+17295835,17296280	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CROCC	HsaALTD0001682-1/2	chr1:17297960-17298121	0	chr1:17297960-17298121+17298142,17298855	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CROCC	HsaALTD0001682-2/2	chr1:17297960-17298142	21	chr1:17297960-17298121+17298142,17298855	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ATP2B4	HsaALTD0000580-1/2	chr1:203678429-203678630	0	chr1:203678429-203678630+203678670,203680005	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ATP2B4	HsaALTD0000580-2/2	chr1:203678429-203678670	40	chr1:203678429-203678630+203678670,203680005	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ZC3H11A	HsaALTD0007300-1/2	chr1:-203764903	0	chr1:-203764903+203764922,203770703	Alt5	18.47	Pass	15.41	Fail	19.71	Fail	8.95	Pass	13.95	Fail	11.54	Fail
ZC3H11A	HsaALTD0007300-2/2	chr1:-203764922	19	chr1:-203764903+203764922,203770703	Alt5	81.53	Pass	84.59	Fail	80.29	Fail	91.05	Pass	86.05	Fail	88.46	Fail
ZC3H11A	HsaALTD0007301-1/2	chr1:203773464-203773632	0	chr1:203773464-203773632+203773671,203786054	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZC3H11A	HsaALTD0007301-2/2	chr1:203773464-203773671	39	chr1:203773464-203773632+203773671,203786054	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RIOK2	HsaALTD0005416-1/2	chr5:96518830-	0	chr5:96518830+96518505-,96514897	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RIOK2	HsaALTD0005416-2/2	chr5:96518505-	325	chr5:96518830+96518505-,96514897	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TMEM48	HsaALTD0006639-1/2	chr1:54262421-54262471	0	chr1:54262421+54262362-54262471,54258952	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TMEM48	HsaALTD0006639-2/2	chr1:54262362-54262471	59	chr1:54262421+54262362-54262471,54258952	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TMEM48	HsaALTD0006640-1/2	chr1:54273440-54273460	0	chr1:54273440+54273329-54273460,54272190	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TMEM48	HsaALTD0006640-2/2	chr1:54273329-54273460	111	chr1:54273440+54273329-54273460,54272190	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TBXAS1	HsaALTD0006416-1/2	chr7:139575384-139575436	0	chr7:139575384-139575436+139575465,139611024	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TBXAS1	HsaALTD0006416-2/2	chr7:139575384-139575465	29	chr7:139575384-139575436+139575465,139611024	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALDH18A1	HsaALTD0000250-1/2	chr10:97416354-	0	chr10:97416354+97416203-,97413162	Alt5	100.00	Pass	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Pass
ALDH18A1	HsaALTD0000250-2/2	chr10:97416203-	151	chr10:97416354+97416203-,97413162	Alt5	0.00	Pass	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Pass
ALDH18A1	HsaALTD0000251-1/2	chr10:97393254-97393406	0	chr10:97393254+97393248-97393406,97392806	Alt5	5.88	Fail	15.00	Fail	14.29	Fail	0.00	Pass	43.01	Pass	16.39	Pass
ALDH18A1	HsaALTD0000251-2/2	chr10:97393248-97393406	6	chr10:97393254+97393248-97393406,97392806	Alt5	94.12	Fail	85.00	Fail	85.71	Fail	100.00	Pass	56.99	Pass	83.61	Pass
TARBP1	HsaALTD0006372-1/2	chr1:234545262-234545319	0	chr1:234545262+234545223-234545319,234541845	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TARBP1	HsaALTD0006372-2/2	chr1:234545223-234545319	39	chr1:234545262+234545223-234545319,234541845	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PET112L	HsaALTD0004673-1/2	chr4:152593914-152594048	0	chr4:152593914+152593761-152594048,152592454	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
PET112L	HsaALTD0004673-2/2	chr4:152593761-152594048	153	chr4:152593914+152593761-152594048,152592454	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
PSD	HsaALTD0005094-1/2	chr10:104176143-104176388	0	chr10:104176143+104176142-104176388,104175876	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
PSD	HsaALTD0005094-2/2	chr10:104176142-104176388	1	chr10:104176143+104176142-104176388,104175876	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
CSDA	HsaALTD0001690-1/2	chr12:10863253-10863387	0	chr12:10863253+10863129-10863387,10862713	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
CSDA	HsaALTD0001690-2/2	chr12:10863129-10863387	124	chr12:10863253+10863129-10863387,10862713	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
CCAR1	HsaALTD0001180-1/2	chr10:-70481039	0	chr10:-70481039+70481163,70482212	Alt5	94.64	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
CCAR1	HsaALTD0001180-2/2	chr10:-70481163	124	chr10:-70481039+70481163,70482212	Alt5	5.36	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
CCAR1	HsaALTD0001181-1/2	chr10:70509281-70509413	0	chr10:70509281-70509413+70509442,70513609	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CCAR1	HsaALTD0001181-2/2	chr10:70509281-70509442	29	chr10:70509281-70509413+70509442,70513609	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PIGV	HsaALTD0004761-1/2	chr1:27114686-27114759	0	chr1:27114686-27114759+27114885,27117250	Alt5	82.35	Fail	88.89	Fail	87.50	Fail	100.00	Fail	100.00	Fail	78.95	Pass
PIGV	HsaALTD0004761-2/2	chr1:27114686-27114885	126	chr1:27114686-27114759+27114885,27117250	Alt5	17.65	Fail	11.11	Fail	12.50	Fail	0.00	Fail	0.00	Fail	21.05	Pass
PTPRU	HsaALTD0005176-1/2	chr1:29637968-29638056	0	chr1:29637968-29638056+29638065,29638155	Alt5	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	100.00	Fail
PTPRU	HsaALTD0005176-2/2	chr1:29637968-29638065	9	chr1:29637968-29638056+29638065,29638155	Alt5	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	0.00	Fail
SNRNP40	HsaALTD0006105-1/2	chr1:31762211-31762252	0	chr1:31762211+31762101-31762252,31754343	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SNRNP40	HsaALTD0006105-2/2	chr1:31762101-31762252	110	chr1:31762211+31762101-31762252,31754343	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
BRP44L	HsaALTD0000749-1/2	chr6:166782233-166782449	0	chr6:166782233+166782221-166782449,166780672	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
BRP44L	HsaALTD0000749-2/2	chr6:166782221-166782449	12	chr6:166782233+166782221-166782449,166780672	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
ACAA1	HsaALTD0000093-1/2	chr3:38167819-38167822	0	chr3:38167819+38167653-38167822,38167372	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.45	Pass	0.00	Pass	0.00	Pass
ACAA1	HsaALTD0000093-2/2	chr3:38167653-38167822	166	chr3:38167819+38167653-38167822,38167372	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	99.55	Pass	100.00	Pass	100.00	Pass
HDAC7	HsaALTD0002983-1/2	chr12:48214337-48214356	0	chr12:48214337+48214266-48214356,48196057	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HDAC7	HsaALTD0002983-2/2	chr12:48214266-48214356	71	chr12:48214337+48214266-48214356,48196057	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HDAC7	HsaALTD0002984-1/2	chr12:48208521-48208577	0	chr12:48208521+48208418-48208577,48196057	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HDAC7	HsaALTD0002984-2/2	chr12:48208418-48208577	103	chr12:48208521+48208418-48208577,48196057	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NCKAP1	HsaALTD0004203-1/2	chr2:183800021-183800103	0	chr2:183800021+183799993-183800103,183799560	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	98.31	Pass	100.00	Pass
NCKAP1	HsaALTD0004203-2/2	chr2:183799993-183800103	28	chr2:183800021+183799993-183800103,183799560	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.69	Pass	0.00	Pass
SFRS8	HsaALTD0005834-1/2	chr12:132269618-132269760	0	chr12:132269618-132269760+132269773,132271008	Alt5	NA	Fail	0.00	Fail	100.00	Fail	0.00	Fail	NA	Fail	NA	Fail
SFRS8	HsaALTD0005834-2/2	chr12:132269618-132269773	13	chr12:132269618-132269760+132269773,132271008	Alt5	NA	Fail	100.00	Fail	0.00	Fail	100.00	Fail	NA	Fail	NA	Fail
TNK2	HsaALTD0006680-1/2	chr3:195608936-195608947	0	chr3:195608936+195608922-195608947,195606046	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Pass
TNK2	HsaALTD0006680-2/2	chr3:195608922-195608947	14	chr3:195608936+195608922-195608947,195606046	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Pass
TNK2	HsaALTD0006681-1/2	chr3:195603482-195603521	0	chr3:195603482+195603448-195603521,195599341	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TNK2	HsaALTD0006681-2/2	chr3:195603448-195603521	34	chr3:195603482+195603448-195603521,195599341	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MON2	HsaALTD0003976-1/2	chr12:62929310-62929420	0	chr12:62929310-62929420+62929489,62930931	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
MON2	HsaALTD0003976-2/2	chr12:62929310-62929489	69	chr12:62929310-62929420+62929489,62930931	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
GPBP1	HsaALTD0002845-1/2	chr5:56479624-56479699	0	chr5:56479624-56479699+56479745,56509901	Alt5	13.22	Fail	16.30	Fail	31.48	Fail	0.00	Fail	100.00	Fail	3.16	Fail
GPBP1	HsaALTD0002845-2/2	chr5:56479624-56479745	46	chr5:56479624-56479699+56479745,56509901	Alt5	86.78	Fail	83.70	Fail	68.52	Fail	100.00	Fail	0.00	Fail	96.84	Fail
ZFP112	HsaALTD0007336-1/2	chr19:44844572-44844691	0	chr19:44844572+44844568-44844691,44840871	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZFP112	HsaALTD0007336-2/2	chr19:44844568-44844691	4	chr19:44844572+44844568-44844691,44840871	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ELMO2	HsaALTD0002199-1/2	chr20:45022688-45022728	0	chr20:45022688+45022620-45022728,45022240	Alt5	100.00	Fail	94.70	Fail	100.00	Fail	100.00	Fail	100.00	Pass	97.23	Pass
ELMO2	HsaALTD0002199-2/2	chr20:45022620-45022728	68	chr20:45022688+45022620-45022728,45022240	Alt5	0.00	Fail	5.30	Fail	0.00	Fail	0.00	Fail	0.00	Pass	2.77	Pass
TMEM49	HsaALTD0006641-1/2	chr17:57842413-57842495	0	chr17:57842413-57842495+57842499,57851115	Alt5	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TMEM49	HsaALTD0006641-2/2	chr17:57842413-57842499	4	chr17:57842413-57842495+57842499,57851115	Alt5	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
POLD1	HsaALTD0004915-1/2	chr19:50898285-50898377	0	chr19:50898285-50898377+50898407,50902108	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
POLD1	HsaALTD0004915-2/2	chr19:50898285-50898407	30	chr19:50898285-50898377+50898407,50902108	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
POLD1	HsaALTD0004916-1/2	chr19:50919867-50919907	0	chr19:50919867-50919907+50919980,50920302	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
POLD1	HsaALTD0004916-2/2	chr19:50919867-50919980	73	chr19:50919867-50919907+50919980,50920302	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
EIF4B	HsaALTD0002176-1/2	chr12:53416281-53416390	0	chr12:53416281-53416390+53416411,53421799	Alt5	0.00	Fail	0.00	Fail	31.55	Fail	4.72	Pass	14.01	Pass	7.23	Pass
EIF4B	HsaALTD0002176-2/2	chr12:53416281-53416411	21	chr12:53416281-53416390+53416411,53421799	Alt5	100.00	Fail	100.00	Fail	68.45	Fail	95.28	Pass	85.99	Pass	92.77	Pass
EIF4B	HsaALTD0002177-1/3	chr12:53428396-53428451	0	chr12:53428396-53428451+53428493+53428508,53431193	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EIF4B	HsaALTD0002177-2/3	chr12:53428396-53428493	42	chr12:53428396-53428451+53428493+53428508,53431193	Alt5	91.81	Pass	88.69	Pass	86.79	Pass	87.27	Pass	96.08	Pass	90.78	Pass
EIF4B	HsaALTD0002177-3/3	chr12:53428396-53428508	57	chr12:53428396-53428451+53428493+53428508,53431193	Alt5	8.19	Pass	11.31	Pass	13.21	Pass	12.73	Pass	3.92	Pass	9.22	Pass
RPL18	HsaALTD0005519-1/3	chr19:49120007-49120072	0	chr19:49120007+49119998+49119983-49120072,49119459	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RPL18	HsaALTD0005519-2/3	chr19:49119998-49120072	9	chr19:49120007+49119998+49119983-49120072,49119459	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.12	Pass
RPL18	HsaALTD0005519-3/3	chr19:49119983-49120072	24	chr19:49120007+49119998+49119983-49120072,49119459	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.88	Pass
U2AF2	HsaALTD0006953-1/2	chr19:56180449-56180535	0	chr19:56180449-56180535+56180547,56180810	Alt5	92.05	Pass	96.53	Pass	97.51	Pass	100.00	Pass	80.63	Pass	94.80	Pass
U2AF2	HsaALTD0006953-2/2	chr19:56180449-56180547	12	chr19:56180449-56180535+56180547,56180810	Alt5	7.95	Pass	3.47	Pass	2.49	Pass	0.00	Pass	19.37	Pass	5.20	Pass
AHRR	HsaALTD0000218-1/2	chr5:372617-372723	0	chr5:372617-372723+372746,376725	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AHRR	HsaALTD0000218-2/2	chr5:372617-372746	23	chr5:372617-372723+372746,376725	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPC1	HsaALTD0002847-1/2	chr2:241403284-241403408	0	chr2:241403284-241403408+241403415,241404033	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPC1	HsaALTD0002847-2/2	chr2:241403284-241403415	7	chr2:241403284-241403408+241403415,241404033	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RNF4	HsaALTD0005461-1/2	chr4:2470921-2470956	0	chr4:2470921-2470956+2470985,2492064	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	3.72	Pass	1.37	Pass
RNF4	HsaALTD0005461-2/2	chr4:2470921-2470985	29	chr4:2470921-2470956+2470985,2492064	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	96.28	Pass	98.63	Pass
RNF4	HsaALTD0005462-1/2	chr4:2492064-2492138	0	chr4:2492064-2492138+2492229,2498734	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
RNF4	HsaALTD0005462-2/2	chr4:2492064-2492229	91	chr4:2492064-2492138+2492229,2498734	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
CASP8	HsaALTD0001163-1/2	chr2:-202098277	0	chr2:-202098277+202098345,202098739	Alt5	40.00	Pass	34.88	Pass	2.56	Pass	0.00	Pass	22.95	Pass	20.90	Pass
CASP8	HsaALTD0001163-2/2	chr2:-202098345	68	chr2:-202098277+202098345,202098739	Alt5	60.00	Pass	65.12	Pass	97.44	Pass	100.00	Pass	77.05	Pass	79.10	Pass
LIMCH1	HsaALTD0003595-1/2	chr4:41615097-41615115	0	chr4:41615097-41615115+41615121,41615483	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LIMCH1	HsaALTD0003595-2/2	chr4:41615097-41615121	6	chr4:41615097-41615115+41615121,41615483	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C12orf11	HsaALTD0000805-1/2	chr12:27075552-27075629	0	chr12:27075552+27075549-27075629,27070666	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass
C12orf11	HsaALTD0000805-2/2	chr12:27075549-27075629	3	chr12:27075552+27075549-27075629,27070666	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass
TM7SF3	HsaALTD0006566-1/3	chr12:27148206-27148339	0	chr12:27148206+27148191+27148170-27148339,27143560	Alt5	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
TM7SF3	HsaALTD0006566-2/3	chr12:27148191-27148339	15	chr12:27148206+27148191+27148170-27148339,27143560	Alt5	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
TM7SF3	HsaALTD0006566-3/3	chr12:27148170-27148339	36	chr12:27148206+27148191+27148170-27148339,27143560	Alt5	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass
TSPAN32	HsaALTD0006849-1/2	chr11:-2323445	0	chr11:-2323445+2323452,2324074	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TSPAN32	HsaALTD0006849-2/2	chr11:-2323452	7	chr11:-2323445+2323452,2324074	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TSPAN32	HsaALTD0006850-1/2	chr11:2334884-2334938	0	chr11:2334884-2334938+2334985,2335715	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TSPAN32	HsaALTD0006850-2/2	chr11:2334884-2334985	47	chr11:2334884-2334938+2334985,2335715	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WISP2	HsaALTD0007229-1/2	chr20:43348628-43348754	0	chr20:43348628-43348754+43348762,43353379	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WISP2	HsaALTD0007229-2/2	chr20:43348628-43348762	8	chr20:43348628-43348754+43348762,43353379	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
